Unnamed: 0,CompanyName,RevenueRangeUSDm,NumberOfEmployees,TotalFundRaisedUSDm,NumberOfFundingRounds,CurrentValuationUSDm,RoundType,FundingStatus,NumberOfInvestors,GlobalTrafficRank,Source,City,Country,Area,AlsoKnownAs,EoYArea,InvestorsOrganization,InvestorsPerson,State,UID,ZipCode,permalink
27365,Kizy Tracking,,11 - 50,0.0,2,0.0,venture_a,Early Stage Venture,1.0,5442000.0,crunchbase,Neuchâtel,Switzerland,GSA,,,,"Ovaskainen, Jari",Neuchatel,98744b978ba7eced9aef93f38dc7aa77,2000,kizy-tracking
27366,TetraScience,,11 - 50,8.145,6,8.0,venture_a,Early Stage Venture,6.0,,crunchbase,Boston,United States,US-East,,New England,Underscore VC;First Round Capital;Y Combinator;Waters Corporation;Founder Collective;Floodgate,,Massachusetts,e22f47cf3d43648540a2d08aa4a6989b,02108,tetrascience-inc-
27367,Mad Street Den,,101 - 250,4.1675,5,0.0,venture_unknown,Late Stage Venture,1.0,2540434.0,crunchbase,Redwood City,United States,US-West,,Northern California,Startup Equity Partners,,California,e8c2f779302a6f2f6c240f1360f8b672,94063,mad-street-den
27368,Blanco Nino,,,0.5260739999999999,3,0.0,venture_unknown,Late Stage Venture,1.0,31033978.0,crunchbase,London,United Kingdom,UK&I,,,Enterprise Ireland,,England,299218600a5115c72c9b2fc21a2d5926,EC1V 4PW,blanco-nino
27369,HOOQ,,101 - 250,95.0,2,25.0,venture_unknown,Late Stage Venture,3.0,23205.0,crunchbase,Singapore,Singapore,Asean,['HOOQ DIGITAL '],,Warner Bros.;Singtel;Sony Pictures Entertainment,,Central Region,309af9ec8d196c58e9b1543d852090b1,,hooq
27370,Medyria,,1 - 10,6.3451629999999986,3,3.941055,venture_b,Early Stage Venture,1.0,14299189.0,crunchbase,Winterthur,Switzerland,GSA,,,investiere | Verve Capital Partners,,Zurich,8c00426ac6e77899f293c6d64d8b691f,8406,medyria
27371,MPIRICA Health Analytics,,1 - 10,6.6,3,4.6,venture_a,Early Stage Venture,1.0,6066546.0,crunchbase,Bellevue,United States,US-West,,Pacific Northwest,OurCrowd First,,Washington,9dcba7208c349fdb9aded9d50ddb4971,98005,mpirica-health-analytics
27372,Kinematics,,11 - 50,4.032828,2,2.666667,venture_unknown,Late Stage Venture,2.0,,crunchbase,Bernau,Germany,GSA,['Tinkerbots'],,Brandenburg Kapital;KOLBE,,Brandenburg,ec400e39da06edd946b7434053211a4d,16321,kinematics
27373,Media4Care,,11 - 50,0.0,3,0.0,venture_unknown,Late Stage Venture,1.0,6160841.0,crunchbase,Berlin,Germany,GSA,['Media Dementia'],,IBB Beteiligungsgesellschaft,,Berlin,3a9f17f4961b5fe77a1454999e49292e,12059,media4care
27374,Enov8,,11 - 50,0.0,1,0.0,venture_a,Early Stage Venture,,4186118.0,crunchbase,Sydney,Australia,Oceania,,,,,New South Wales,ab80a333807e6003ecac02c7dac23489,2000,enov8
27375,Skopenow,,11 - 50,3.985752,4,2.5,venture_unknown,Late Stage Venture,3.0,2143684.0,crunchbase,New York,United States,US-East,,New York,Runway Venture Partners;MS&AD Ventures;Colle Capital Partners,,New York,90e8b1d1da60a2b2aa3be28718023461,10017,skopenow
27376,Sportsman Tracker,,1 - 10,4.055287,4,2.055287,venture_b,Early Stage Venture,1.0,,crunchbase,Grand Rapids,United States,US-Central,['HuntWise'],Michigan and Northwest Ohio,,"Andersen, Kristian",Michigan,7d5112dbeee7b7308b5245e1ee46bbb4,49504,sportsman-tracker
27377,Citi,,11 - 50,20.746538,1,20.746538,venture_unknown,Late Stage Venture,,4018537.0,crunchbase,Cape Town,South Africa,Africa,,,,,NA - South Africa,031a344bc2b9e60bd9501ae062026fde,7925,citi-2
27378,RSG Media Systems,,51 - 100,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,5241371.0,crunchbase,New York,United States,,,,Puget Sound Venture Club,,New York,661024620132d3a046a30f649290448e,NY 10016,rsg-media-systems
27379,Amino,,11 - 50,45.0,6,25.0,venture_c,Late Stage Venture,6.0,271658.0,crunchbase,San Francisco,United States,US-West,['Amino'],Northern California,Accel;Highland Capital Management;Aspect Ventures;DHVC;Pilot Wall Group;Northwestern Mutual Future Ventures,,California,1b5270ac5e855bb0ee99fe725ac6f0d6,94107,amino
27380,Sensel,,11 - 50,37.999989,4,28.0,venture_a,Early Stage Venture,7.0,1120591.0,crunchbase,Sunnyvale,United States,US-West,,Northern California,Morningside Group;SMiT;InnoLinks Ventures;SV Tech Ventures;Susquehanna International Group (SIG);Chariot Gold Limited;Palm Commerce Information Technology,,California,4273ceaa93c8c43107ba3b78e1deb1a4,94085,sensel
27381,Alpha,,51 - 100,14.639204,4,10.0,venture_a,Early Stage Venture,4.0,807163.0,crunchbase,New York,United States,,['Alpha UX'],,Crosslink Capital;Cendana Capital;Spider Capital;Calibrate Ventures,,New York,4f7fcfbd6fdc548257b104987acf5e1f,10012-5244,alpha-ux
27382,Capitalizarme,,11 - 50,2.629497,5,5.9294970000000005,venture_unknown,Late Stage Venture,6.0,1197553.0,crunchbase,Santiago,Chile,Latam South,['BrickOp'],,Aurus,"Forno, Cristobal;Perez, Francisco;Larrain, Francisco;Guendelman, Alan;Valenzuela, Pablo",Region Metropolitana,f113953cc169d9c7872ea998d4627041,,capitalizarme
27383,Class Cover,,11 - 50,0.4609,1,0.4609,venture_unknown,Late Stage Venture,1.0,599775.0,crunchbase,Sydney,Australia,Oceania,,,Follow[the]Seed,,New South Wales,f32bdb1dba63c3d06f3b9d1182114264,2096,class-cover
27384,Waylens Inc.,,11 - 50,6.8,3,0.0,venture_a,Early Stage Venture,1.0,1244559.0,crunchbase,Boston,United States,US-East,,New England,Tsingyuan Ventures,,Massachusetts,050fc6de3d9b79df667448c11fd6ec3d,02109,waylens
27385,Infinite Analytics,,11 - 50,4.050589,5,4.050589,venture_unknown,Late Stage Venture,1.0,15032972.0,crunchbase,Cambridge,United States,US-East,,New England,Astarc Ventures,,Massachusetts,5d5fc3c3cdd40e96b911f1a3fa48beb8,02141,infinite-analytics
27386,The Box Self Storage Services LLC,,11 - 50,1.0,1,1.0,venture_a,Early Stage Venture,1.0,3984852.0,crunchbase,Dubai,United Arab Emirates,MENA,,,Prime Venture Partners,,Dubai,9520aac286773ed4ea02d8a33b8641a2,,the-box-self-storage-services-llc
27387,Superfly,,51 - 100,42.548,2,16.798,venture_unknown,Late Stage Venture,,3193745.0,crunchbase,New York,United States,,,,,,New York,49e7eecf0486c23d38dcb363c98713bb,NY 10010,superfly-2
27388,Talview,,51 - 100,6.75,5,6.75,venture_a,Early Stage Venture,4.0,281655.0,crunchbase,Palo Alto,United States,US-West,,Northern California,Storm Ventures;Emergent Ventures;Inventus Capital;Eileses Capital,,California,e9afcc5242f42d01f5d53266b413035e,94304,talview
27389,HiberGene Diagnostics,,1 - 10,10.342813,4,15.092106,venture_b,Early Stage Venture,1.0,14039946.0,crunchbase,Sandyford,Ireland,UK&I,,,,"Bristow, Michael",Dublin,a14cf8b35b467d84995403d7c03574a0,18,hibergene-diagnostics
27390,Apprl,,1 - 10,4.343277,6,2.497985,venture_unknown,Late Stage Venture,6.0,208281.0,crunchbase,Stockholm,Sweden,Nordics,,,Spintop Ventures;Backstage AB,"Dromberg, Jonas;Linge, Ludvig;Meerits, Jonas;Sandberg, Magnus",Stockholms Lan,2a4711c376e4e977cee668843e6d6a31,11153,apprl
27391,Scoro,,101 - 250,7.1,2,5.2,venture_a,Early Stage Venture,2.0,131028.0,crunchbase,London,United Kingdom,UK&I,,,Livonia Partners;Tera Ventures,,England,46fc80b4e978c4824f6276d5eedc1adc,EC2M 5QZ,scoro
27392,Astroscale,,51 - 100,153.2,7,30.0,venture_d,Late Stage Venture,4.0,1475749.0,crunchbase,Sumida,Japan,Japan,,,UTokyo Innovation Platform;Japan Co-Invest Limited Partnership;Innovation Network Corporation of Japan,"Hirao, Joe",Tokyo,ee439dd6c12a8a176e9dc3878239d8ff,130-0013,astroscale
27393,Umbo Computer Vision,,11 - 50,17.6,3,8.0,venture_unknown,Late Stage Venture,4.0,5420466.0,crunchbase,San Francisco,United States,US-West,['Umbo CV'],Northern California,Susquehanna International Group (SIG);TransLink Capital;Taiwan Shin Kong Security Co;Shin-Kong Capital,,California,4070b2d86ee801dc443c0c36883f1e10,94105,umbo-computer-vision
27394,German RepRap GmbH,,11 - 50,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,2707085.0,crunchbase,Feldkirchen,Germany,GSA,,,BayBG,,Bayern,c1716e2eec4550b92a623f949de78e59,D-85622,german-reprap-gmbh
27395,Yescapa,,11 - 50,3.976443,2,3.354204,venture_unknown,Late Stage Venture,1.0,1498846.0,crunchbase,Bordeaux,France,WEM,['JeLoueMonCampingCar'],,MAIF Avenir,,Aquitaine,c956898f40a909a54e3c862cb83d8f74,33200,yescapa
27396,ViriCiti,,11 - 50,7.920525,2,7.143567,venture_a,Early Stage Venture,2.0,755264.0,crunchbase,Amsterdam,Netherlands,WEM,,,Energy Impact Partners;Mainport Innovation Fund,,Noord-Holland,2d1494b52cc53b622e78cf4447cb0c44,"1014 BA,",viriciti
27397,Postman,,101 - 250,58.0,3,50.0,venture_b,Early Stage Venture,2.0,24213.0,crunchbase,San Francisco,United States,,"['Postman, Inc.', 'Postdot Technologies Private Limited']",,Nexus Venture Partners;CRV,,California,cc0282c058192a00b421b9d215ccc3f1,94108-5705,postman
27398,International ThermoDyne,,11 - 50,4.9475,3,3.5,venture_unknown,Late Stage Venture,1.0,,crunchbase,Charlotte,United States,US-Central,['The Opal System'],"Southeast (Alabama, Carolinas, Georgia, Tennessee)",Stout Street Capital,,North Carolina,48abbc418282c054b7ca408d58987864,28223,international-thermodyne
27399,Glide.org,,51 - 100,26.0,1,26.0,venture_unknown,Late Stage Venture,,1732673.0,crunchbase,San Francisco,United States,US-West,,Northern California,,,California,78558bc33ee29acaed3178e8998f5a7d,94102,glide-org
27400,Lucky Cart,,11 - 50,5.9261610000000005,2,4.090667,venture_unknown,Late Stage Venture,5.0,386918.0,crunchbase,Paris,France,WEM,,,Calao Finance;FaDièse;Edenred Capital Partners;Partech;Pleiade Venture,,Ile-de-France,dc4e590d15bbaec49e3ea627c7d1f4a6,75002,lucky-cart
27401,Protix Biosystems,,11 - 50,50.44221,2,50.44221,venture_unknown,Late Stage Venture,3.0,3036221.0,crunchbase,Dongen,Netherlands,WEM,,,BOM Brabant Ventures;Rabobank;Aqua Spark,,Noord-Brabant,eebb2ff53207d5726afcb9ab70204b89,5106,protix-biosystems
27402,ThirdChannel,,11 - 50,9.1,3,7.0,venture_a,Early Stage Venture,1.0,3363247.0,crunchbase,Cambridge,United States,US-East,,New England,Fung Capital,,Massachusetts,cd838c5e0d0e856f8840ca6537a9a45c,02139,third-channel
27403,LaunchDarkly,,101 - 250,130.3,5,800.0,venture_unknown,Late Stage Venture,6.0,266505.0,crunchbase,Oakland,United States,US-West,['Catamorphic Co.'],Northern California,Threshold;Bessemer Venture Partners;Vertex Ventures;Bloomberg Beta;Redpoint;Uncork Capital,,California,4a08a6cd1f180d584012927a095a8e53,94612,launchdarkly
27404,B.Good,,11 - 50,3.4343660000000003,1,3.4343660000000003,venture_unknown,Late Stage Venture,,389823.0,crunchbase,Boston,United States,US-East,,New England,,,Massachusetts,a1ca66a0cf1db493684727afb51eec32,02116,b-good
27405,Ardoq,,11 - 50,5.328622,2,4.088622,venture_unknown,Late Stage Venture,,1252214.0,crunchbase,Oslo,Norway,Nordics,,,,,Oslo,f75f69585a7ceb8bc7b776b3d53065f1,0349,ardoq
27406,BillFront,,11 - 50,36.325895,2,35.0,venture_a,Early Stage Venture,3.0,4908563.0,crunchbase,London,United Kingdom,UK&I,,,finleap;4finance;NIBC Bank N.V.,,England,58a57530897e9fe3e8e6b66e659bb5bb,N1 7GU,billfront
27407,Feeligreen,,1 - 10,5.320894,3,3.933981,venture_unknown,Late Stage Venture,,,crunchbase,Grasse,France,WEM,,,,,Provence-Alpes-Cote d'Azur,de448f274d6f219316a87387b9d20005,06130,feeligreen
27408,Haven,,11 - 50,14.0,3,0.0,venture_unknown,Late Stage Venture,1.0,8028620.0,crunchbase,San Francisco,United States,US-West,,Northern California,DNX Ventures,,California,1b10332183c28b7c023d3f9bd0a10c08,94108,haven
27409,Peerwell,,11 - 50,9.13,3,6.5,venture_a,Early Stage Venture,15.0,822903.0,crunchbase,San Francisco,United States,US-West,,Northern California,XSeed Capital;OMERS Ventures,"Shear, Emmett;Mathew, Anne;Brown, Duane;May, Travis;Marshall, Brandon;McKenna, Patrick;Lin, Kevin;George, Mathew;Jackson, Malik Jackson;Seibel, Michael;Frizzera, Charlene;Hoffman, Auren;Jewitt, Joel",California,80e7a65a9d1539fdb3b0f3c1120a6c72,94107,peerwell
27410,Platzi,,101 - 250,16.428314999999998,5,6.0,venture_a,Early Stage Venture,5.0,17836.0,crunchbase,Mountain View,United States,,"['Mejorando.la', 'Mejorandola']",,500 Startups;Foundation Capital;Y Combinator;Omidyar Network;Mountain Nazca,,California,93f2c73527ec1971cd093bccafe900c8,,platzi
27411,Phylos,,11 - 50,0.25,2,0.0,venture_c,Late Stage Venture,1.0,1813579.0,crunchbase,Portland,United States,US-West,,Pacific Northwest,Slow Ventures,,Oregon,017f8f0fcac2cdb64d07bbab90956bc2,97201,phylos-bioscience
27412,Bishop Fox,,101 - 250,25.0,1,25.0,venture_a,Early Stage Venture,1.0,1220655.0,crunchbase,Phoenix,United States,US-West,,Mountain Desert,ForgePoint Capital,,Arizona,1f6cf2affc702c67ec6878e8cb86a4e6,85034,bishop-fox
27413,Oomph Wellness,,51 - 100,2.713516,3,1.867839,venture_unknown,Late Stage Venture,2.0,2904532.0,crunchbase,London,United Kingdom,UK&I,,,Nesta Impact Investments,"Parsons, Mike",England,40b27dba6fd730182510989136bf2ff3,SW11 5BT,oomph-wellness
27414,Julie Desk,,1 - 10,3.688719,4,2.803212,venture_unknown,Late Stage Venture,4.0,1815893.0,crunchbase,Paris,France,WEM,,,SIDE Capital;Entrepreneur Venture;Avolta Partners;Saas Labs,,Ile-de-France,0d68f632365cc1e846e43eca892aaeec,75002,julie-desk
27415,Baebies,,101 - 250,73.96122199999998,8,5.999489,venture_b,Early Stage Venture,,4291886.0,crunchbase,Durham,United States,US-Central,,"Southeast (Alabama, Carolinas, Georgia, Tennessee)",,,North Carolina,f3791e9bddc599886be3661154ef0679,27709,baebies
27416,Maskota,,5001 - 10000,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,305178.0,crunchbase,Mexico City,Mexico,Latam North,,,Alta Growth Capital,,Distrito Federal,786205e436ec19de167270039de79768,11000,maskota
27417,Graylog,,11 - 50,9.4,3,5.0,venture_unknown,Late Stage Venture,1.0,216947.0,crunchbase,Houston,United States,,,,Lytical Ventures,,Texas,a55ddbef3cbfe15a9e111bed9e85a9d3,TX 77027,graylog
27418,Settled,,11 - 50,3.059905,4,1.5312,venture_unknown,Late Stage Venture,2.0,1519115.0,crunchbase,London,United Kingdom,UK&I,,,Piton Capital;Connect Ventures,,England,4550409a9e5a9677811566c0cabf8750,SE1 9RS,settled
27419,Nextail,,51 - 100,12.0,3,10.0,venture_a,Early Stage Venture,3.0,2924763.0,crunchbase,Madrid,Spain,Mediterranean,,,Sonae IM;Keen Venture Partners;Nauta Capital,,Madrid,e81e2715c7b5f05b226b730410531415,28006,nextail-labs
27420,Ben Franklin,,11 - 50,0.64,2,0.0,venture_unknown,Late Stage Venture,,3390159.0,crunchbase,Hyderabad,India,India,,,,,Andhra Pradesh,28145e54a2cfff166e3652dc686cb91e,500034,ben-franklin
27421,Lend Street Financial,,11 - 50,149.30326399999996,6,7.0,venture_a,Early Stage Venture,7.0,4589106.0,crunchbase,Oakland,United States,US-West,['LendStreet'],Northern California,MaC Venture Capital;Kapor Capital;Radicle Impact;Financial Health Network;Serious Change;Accion;Prudential Financial,,California,9d2d052e472126afc9914e95fdac7f01,94612,lend-street-financial-inc-
27422,Variant Pharmaceuticals,,1 - 10,12.98,2,10.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Weston,United States,US-Central,,Florida,INCON Co.,,Florida,7ca0e4f7b3ed3cc0a9b34fe56156b4f8,33326,variant-pharmaceuticals
27423,Spektrix,,101 - 250,6.431877,1,6.431877,venture_unknown,Late Stage Venture,2.0,208614.0,crunchbase,London,United Kingdom,UK&I,,,Foresight VCT plc;Foresight 4 VCT plc,,England,16d3ee501e24a2d73ecb0b7e120281af,EC4Y 8EN,spektrix
27424,Happily Unmarried,,11 - 50,8.84,3,0.5,venture_unknown,Late Stage Venture,1.0,1224694.0,crunchbase,New Delhi,India,India,['Happily Unmarried Marketing'],,Wipro Consumer Care and Lighting,,Delhi,8e7b0872f31653abad5de226182545f7,110020,happily-unmarried
27425,Playbrush,,11 - 50,3.820333,4,2.154644,venture_unknown,Late Stage Venture,2.0,1137769.0,crunchbase,London,United Kingdom,UK&I,,,Speedinvest,"Hansmann, Johann ""Hansi""",England,dcae402aa04260bc1f0b5e0acd1617f9,N1C 4PF,playbrush
27426,Novelistik,,1 - 10,0.0,2,0.0,venture_a,Early Stage Venture,1.0,15166841.0,crunchbase,Mexico City,Mexico,Latam North,,,Ideas & Capital,,Distrito Federal,b2921aa760dca5b4bdd3bf13b33a46f8,,novelistik-2
27427,Smart Monitor,,11 - 50,1.1738879999999998,3,1.093888,venture_unknown,Late Stage Venture,,2365865.0,crunchbase,San Jose,United States,US-West,,Northern California,,,California,43bc61b8ec7818140c1e41de565a3214,95119,smart-monitor
27428,WellO2,,1 - 10,1.55862,2,1.55862,venture_unknown,Late Stage Venture,,1938533.0,crunchbase,Kuopio,Finland,Nordics,,,,,Eastern Finland,a8a102ee019bb812d2c5cecf38f3f369,70100,wello2
27429,Lumen Learning,,1 - 10,11.25,3,5.0,venture_c,Late Stage Venture,2.0,9106.0,crunchbase,Portland,United States,US-West,,Pacific Northwest,"Follett Corporation;The R-Group, LLC",,Oregon,1176dc035eda1d35350daa461b69e398,97205,lumen-learning
27430,Pracly,,1 - 10,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,,,,,,The Morpheus,,,7d398c5e02c00fd194fe61de1075a876,,pracly
27431,CarVi,,11 - 50,5.0,1,5.0,venture_a,Early Stage Venture,2.0,12643474.0,crunchbase,San Francisco,United States,US-West,,Northern California,Posco;Samsung Ventures,,California,6827fcdd3c37632e4b009c9cf0e8a222,94103,carvi
27432,Hyperloop Transportation Technologies,,501 - 1000,31.280525,3,1.2,venture_unknown,Late Stage Venture,,25963994.0,crunchbase,Los Angeles,United States,,['HTT'],,,,California,fbfe02e1d91981fdc909a5a40739054b,,hyperloop-transportation-technologies
27433,Keepe,,11 - 50,1.5,2,1.5,venture_unknown,Late Stage Venture,6.0,3995728.0,crunchbase,Seattle,United States,US-West,,Pacific Northwest,Santa Barbara Angel Alliance;Ascend Venture Group;Alliance of Angels;SeaChange,"Imbach, Sarah;Winfield, Kirby",Washington,49250322c3b9da143dec85cb4a377ee6,98104,keepe
27434,Leading Mark,,,3.147439,3,1.197439,venture_b,Early Stage Venture,5.0,12288772.0,crunchbase,Tokyo,Japan,Japan,,,Legend Partners Ltd.;Future Venture Capital;Jonan Future Fund;Innovation Engine,"Takano, Hidetoshi",Tokyo,315c390c742489fa11a27deebfe1b5f3,,leading-mark
27435,GrocerKey,,251 - 500,4.67,6,2.5,venture_unknown,Late Stage Venture,2.0,9582940.0,crunchbase,Madison,United States,US-Central,,Midwest,Woodman’s Market;dunnhumby Ventures,,Wisconsin,a3241f498312d169e7e55bead9247b1c,53703,grocerkey
27436,Levyx,,11 - 50,5.4,2,5.4,venture_a,Early Stage Venture,3.0,11911792.0,crunchbase,Irvine,United States,US-West,,Pacific Southwest (Orange County and San Diego),OCA Ventures;Sumavision;Amino Capital,,California,de5f21548b375db49800f8f7804e10ae,92618,levyx
27437,Bright Cellars,,11 - 50,13.46,7,8.5,venture_a,Early Stage Venture,2.0,200108.0,crunchbase,Milwaukee,United States,,,,Revolution;CSA Partners LLC,,Wisconsin,56f4d881146b98145c92730ab6ba968f,,bright-cellars
27438,Pargo,,1 - 10,1.193873,1,1.193873,venture_unknown,Late Stage Venture,3.0,704344.0,crunchbase,Cape Town,South Africa,Africa,,,Tsing Capital;SAAD Investment Holdings,"Dekker, Johan",NA - South Africa,a62f5bdfded83ff288dd0538a13cc123,,pargo
27439,Avular,,11 - 50,2.320691,3,1.7986799999999998,venture_unknown,Late Stage Venture,1.0,8514387.0,crunchbase,Eindhoven,Netherlands,WEM,,,Lumipol Holding,,Noord-Brabant,68b8e3a139c1f9118db1e4c02181868c,5651 GW,avular
27440,rainist / 레이니스트,,101 - 250,54.052198,4,37.117325,venture_c,Late Stage Venture,9.0,3548890.0,crunchbase,Seoul,South Korea,Korea,"['뱅크샐러드', '뱅샐', '뱅셀', '레이니스트', 'banksalad']",,KB Investment;IMM Investment;Kiwoom Investment;Atinum Investment;Gorilla Private Equity;Company K Partners;Stonebridge Capital;InterVest Co.;Bass Investment,,Seoul-t'ukpyolsi,c7633e8ab2d0d7fc44c04665b6c8d513,07330,rainist
27441,Endoluxe Inc.,,1 - 10,3.644999,3,2.9999990000000003,venture_unknown,Late Stage Venture,,31895103.0,crunchbase,Allentown,United States,US-Central,['Endoluxe'],Greater Philadelphia,,,Pennsylvania,3237b0ac08a3708081c862c17a4b9184,18195,endoluxe-inc-
27442,With Clarity,,11 - 50,6.037219,5,4.797219,venture_a,Early Stage Venture,2.0,297391.0,crunchbase,New York,United States,US-East,"['Four Mine', 'fourmine.com']",New York,ff Venture Capital;Plug and Play,,New York,ca950eb235fee2f7b6b25e3b588feec5,10036,with-clarity
27443,RoadSync,,11 - 50,2.6,3,2.5,venture_unknown,Late Stage Venture,,6013092.0,crunchbase,Atlanta,United States,US-Central,['FKA MyLumper'],"Southeast (Alabama, Carolinas, Georgia, Tennessee)",,,Georgia,4c39bc16ca12b7eb73f38548cb58c33c,30308,roadsync
27444,SparkCognition,,101 - 250,163.206738,6,725.0,venture_c,Late Stage Venture,19.0,704315.0,crunchbase,Austin,United States,US-West,,Central Texas,MSD Capital;Alameda Ventures;Kerogen Digital Solutions;March Capital Partners;Founders Equity Partners;Boeing HorizonX Ventures;Dalus Capital;Temasek Holdings;Sustainable Technology Ventures;Hearst Ventures,"Achleitner, Paul;Achleitner, Ann-Kristin;Garriott de Cayeux, Laetitia;Patel, Pankaj;Thornton, John;Garriott, Richard;Liveris, Andrew;Turnbull, Malcolm;Chambers, John",Texas,5d7207a334f06a7212dd0079e7149fea,78759,sparkcognition
27445,Smappee,,11 - 50,2.7,1,2.7,venture_a,Early Stage Venture,1.0,1289826.0,crunchbase,Kortrijk,Belgium,WEM,,,,"Grosjean, Stefan",West-Vlaanderen,4e20ea888d0659683add50662beea955,8500,smappee
27446,Riaktr (formely Real Impact Analytics),,101 - 250,13.547535,1,13.547535,venture_a,Early Stage Venture,3.0,6150426.0,crunchbase,Brussels,Belgium,WEM,['Real Impact Analytics'],,Fortino Capital;Endeit Capital;Gimv,,Brussels Hoofdstedelijk Gewest,fcc40f3f0d23f4537301a739aae3ca01,1050,real-impact-analytics
27447,NodeSource,,11 - 50,33.4,3,17.5,venture_b,Early Stage Venture,5.0,321439.0,crunchbase,San Francisco,United States,US-West,,Northern California,Silicon Valley Bank;Industry Ventures;Hack VC;Crosslink Capital;RRE Ventures,,California,f08a3bfa32a00015645cd893f2a2c2ae,94107,nodesource
27448,Bus.com,,51 - 100,21.100662,7,14.967979,venture_b,Early Stage Venture,7.0,816339.0,crunchbase,Montréal,Canada,Canada,['sharethebus'],,Jackson Square Ventures;BDC Venture Capital;Autotech Ventures;Cycle Capital;BMW i Ventures;Real Ventures;Y Combinator,,Quebec,5e62ff6ccfe257a4306ef2b3e02bbe79,H2W 2R2,busdotcom
27449,Fetch Robotics,,101 - 250,94.0,4,46.0,venture_c,Late Stage Venture,9.0,1829649.0,crunchbase,San Jose,United States,US-West,"['Fetch Robotics, Inc. ']",Northern California,TransLink Capital;Oreilly AlphaTech Ventures;CEAS Investments;Redwood Technologies;Shasta Ventures;SoftBank Capital;FortRoss Ventures;Zebra Ventures;Sway Ventures,,California,de76ed422a232ff0f23ae46b1d55d0cb,95134,fetch-robotics
27450,Medrhythms,,1 - 10,5.3,1,5.3,venture_a,Early Stage Venture,2.0,23246060.0,crunchbase,Boston,United States,US-East,,New England,,"Hoffman, Jean;Werth, Peter",Massachusetts,8b8a7b21465a42c902a02436ae8c1d80,02151,medrhythms
27451,Donkey Republic,,11 - 50,17.970996,7,4.556985,venture_unknown,Late Stage Venture,1.0,803107.0,crunchbase,Copenhagen,Denmark,Nordics,,,Vaekstfonden,,Hovedstaden,8b36160a48364b845a7bd287b3608515,2300,donkey-republic
27452,Wunderflats,,51 - 100,12.980469,6,8.972000000000003,venture_b,Early Stage Venture,4.0,3941690.0,crunchbase,Berlin,Germany,GSA,,,Creathor Ventures;PropTech1 Ventures;IBB Beteiligungsgesellschaft;Axel Springer,,Berlin,9d92299185daa5f811b8c53cff249570,10178,wunderflats
27453,AirMap,,51 - 100,43.6,4,26.0,venture_b,Early Stage Venture,8.0,222777.0,crunchbase,Santa Monica,United States,US-West,,Greater Los Angeles,General Catalyst;M12;Airbus Ventures;Lux Capital;Rakuten;Sony;Yuneec;Qualcomm Ventures,,California,614c005a1dfdffa1430958aa957df485,90401,noflyzone
27454,Percepto,,11 - 50,27.5,5,15.0,venture_a,Early Stage Venture,6.0,2316524.0,crunchbase,Modi'in,Israel,Israel,['Vision Cortex'],,Spider Capital;R&R Ventures;NHN Investment;Hyundai Motor Company;Emerge;U.S. Venture Partners (USVP),,HaMerkaz,af5abeb78bf069ca68833b221494d886,7178102,percepto
27455,Sqore,,51 - 100,6.8526669999999985,2,3.352667,venture_unknown,Late Stage Venture,2.0,1088829.0,crunchbase,Stockholm,Sweden,Nordics,,,Northzone,"Gabrielsson, Mats",Stockholms Lan,b8ae0073acd41121ff7d086aa2bc4a2b,111 53,sqore
27456,Eyespage,,11 - 50,0.5,2,0.0,venture_a,Early Stage Venture,1.0,,crunchbase,San Francisco,United States,US-West,,Northern California,Eagles Fund,,California,51cc5bb4478b5614ec3ec423ac2875a5,94107,eyespage
27457,Coru,,51 - 100,15.0,3,7.0,venture_a,Early Stage Venture,7.0,178676.0,crunchbase,Mexico City,Mexico,Latam North,"['ComparaGuru.com', 'Coru.com', 'ComparaGuru', 'CG']",,Seaya Ventures;Argonautic Ventures;QED Investors;Struck Capital;Credit Karma;Nova Founders Capital;Founders Fund,,Distrito Federal,9005549174adbc6417a53742c273172c,11520,comparaguru
27458,SightPlan,,11 - 50,0.55,2,0.0,venture_b,Early Stage Venture,1.0,597919.0,crunchbase,Orlando,United States,US-Central,,Florida,RET Ventures,,Florida,041f8ca579c2ec8ce246e49d21d2bf4d,32803,sightplan
27459,Adwerx,,51 - 100,5.5,2,5.55,venture_a,Early Stage Venture,3.0,298417.0,crunchbase,Durham,United States,US-Central,,"Southeast (Alabama, Carolinas, Georgia, Tennessee)",Bull City Venture Partners;Grotech Ventures;Alerion Ventures,,North Carolina,ab7f6ea1c8bb1972e745308518bd7c1c,27701,adwerx
27460,Team8,,101 - 250,56.0,3,23.0,venture_b,Early Stage Venture,12.0,3656123.0,crunchbase,Tel Aviv-yafo,Israel,Israel,,,Innovation Endeavors;Qualcomm;Microsoft;Mitsui & Co;Temasek Holdings;Nokia;Bessemer Venture Partners;Alcatel-Lucent;Cisco;AT&T;Marker;Accenture,,Tel Aviv,192acc2646d659612a182ec462242091,,team8
